City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,whitehorse,60.7161,-135.0538,270.82,67,20,5.14,CA,1679420708
367,watertown,42.3709,-71.1828,288.94,28,0,7.2,US,1679420981
368,nicoya,10.1483,-85.452,306.33,39,31,5.0,CR,1679420912
369,grand-lahou,5.1367,-5.0242,300.63,79,63,4.75,CI,1679420986
370,venice,27.0998,-82.4543,299.41,43,0,3.58,US,1679420832
371,harrismith,-28.2728,29.1295,287.59,83,81,0.49,ZA,1679420987
372,asfi,32.2994,-9.2372,291.08,71,29,8.0,MA,1679420987
373,kavieng,-2.5744,150.7967,300.22,72,6,2.63,PG,1679420987
374,zhangye,38.9342,100.4517,276.21,41,0,1.46,CN,1679420988
375,dunedin,-45.8742,170.5036,281.94,84,99,6.02,NZ,1679420988
376,turukhansk,65.8167,87.9833,266.54,91,100,10.84,RU,1679420989
377,berlevag,70.8578,29.0864,267.15,73,100,6.17,NO,1679420989
378,dickinson,29.4608,-95.0513,296.24,73,100,7.2,US,1679420989
379,pierre,44.3683,-100.351,269.66,74,100,4.12,US,1679420990
380,tagusao,9.1924,117.8141,297.96,88,31,2.07,PH,1679420990
381,pascagoula,30.3658,-88.5561,292.73,54,61,5.76,US,1679420769
382,nizhnyaya tavda,57.6731,66.1725,274.13,96,100,3.89,RU,1679420990
383,santiago del estero,-27.7951,-64.2615,311.92,23,3,6.35,AR,1679420991
384,korocha,50.8107,37.1953,279.55,78,61,2.99,RU,1679420991
385,rawson,-43.3002,-65.1023,298.05,27,0,7.19,AR,1679420991
386,siniscola,40.5719,9.6922,288.9,89,58,0.46,IT,1679420992
387,komsomolskiy,40.4272,71.7189,284.55,66,31,2.06,UZ,1679420992
388,klaksvik,62.2266,-6.589,279.66,99,100,10.55,FO,1679420993
389,deep river,46.1001,-77.4995,274.01,65,80,3.58,CA,1679420692
390,ambon,-3.6954,128.1814,297.23,94,40,1.54,ID,1679420993
391,nakhon phanom,17.3333,104.4167,301.55,41,20,2.39,TH,1679420993
392,seoul,37.5683,126.9778,279.93,69,0,1.54,KR,1679420387
393,deputatskiy,69.3,139.9,245.78,87,100,4.46,RU,1679420994
394,broken hill,-31.95,141.4333,295.98,50,56,4.16,AU,1679420994
395,mina,26.0011,-100.5299,298.57,33,7,1.56,MX,1679420995
396,yemtsa,63.0734,40.3329,266.59,97,92,0.51,RU,1679420995
397,san joaquin,37.9333,-121.3011,283.97,92,100,5.96,US,1679420995
398,salme,28.0369,85.0942,284.31,72,59,2.81,NP,1679420996
399,antigonish,45.6169,-61.9986,281.01,43,14,1.34,CA,1679420996
400,point pedro,9.8167,80.2333,300.26,80,15,5.48,LK,1679420997
401,bundaberg,-24.85,152.35,294.38,95,96,0.89,AU,1679420997
402,severodvinsk,64.5635,39.8302,266.21,93,100,2.13,RU,1679420997
403,chokurdakh,70.6333,147.9167,247.12,95,100,8.54,RU,1679420998
404,nevelsk,46.6733,141.8633,275.26,89,28,4.1,RU,1679420998
405,los llanos de aridane,28.6585,-17.9182,291.55,74,20,7.2,ES,1679420998
406,santa rosa,14.3122,121.1114,299.32,79,0,2.85,PH,1679420999
407,basco,20.4487,121.9702,298.58,76,100,5.49,PH,1679420999
408,evensk,61.95,159.2333,247.17,77,29,3.44,RU,1679421001
409,lagoa,39.05,-27.9833,288.77,92,100,8.51,PT,1679420781
410,san francisco,37.7749,-122.4194,283.36,90,100,5.36,US,1679420823
411,piacabucu,-10.4056,-36.4344,301.91,65,93,5.64,BR,1679421002
412,sigli,5.3848,95.9609,299.69,79,100,1.4,ID,1679421003
413,colonia,50.9333,6.95,287.53,73,40,4.63,DE,1679421004
414,guarda,40.5373,-7.2658,287.72,59,3,2.65,PT,1679421005
415,pirgos,35.1167,25.7178,289.61,77,99,2.83,GR,1679421006
416,vila franca do campo,37.7167,-25.4333,290.38,75,95,4.25,PT,1679421006
417,touros,-5.1989,-35.4608,301.96,65,41,2.73,BR,1679421008
418,lucea,18.451,-78.1736,301.07,74,28,6.47,JM,1679421009
419,wanning,18.8003,110.3967,296.35,96,14,5.12,CN,1679421009
420,sandy bay,-42.913,147.3532,286.65,80,100,3.6,AU,1679421010
421,kupang,-10.1667,123.5833,298.41,86,93,2.18,ID,1679421011
422,parola,20.8833,75.1167,299.76,37,87,5.82,IN,1679421012
423,villa rica,33.7321,-84.9191,288.83,24,65,3.89,US,1679420889
424,merauke,-8.4667,140.3333,299.92,80,100,0.37,ID,1679421013
425,dauriya,49.9333,116.8667,271.99,96,100,5.46,RU,1679421013
426,sehithwa,-20.4667,22.7167,301.26,31,56,2.37,BW,1679421013
427,bilibino,68.0546,166.4372,244.33,100,100,2.48,RU,1679421014
428,lubumbashi,-11.6609,27.4794,290.78,94,96,0.43,CD,1679420784
429,zelenoborsk,61.4669,64.0333,271.57,95,82,4.28,RU,1679421014
430,chumikan,54.7183,135.315,263.66,88,100,2.39,RU,1679421015
431,mbandaka,0.0487,18.2603,298.96,70,93,1.68,CD,1679421016
432,vestmanna,62.1564,-7.1664,278.66,100,100,3.6,FO,1679421016
433,severnyy,50.677,36.5532,279.17,75,75,1.0,RU,1679421017
434,mackenzie,55.2999,-123.1698,267.27,79,0,0.0,CA,1679421017
435,veraval,20.9,70.3667,298.2,74,87,4.59,IN,1679421018
436,monrovia,6.3005,-10.7969,302.02,74,39,4.5,LR,1679421018
437,myitkyina,25.3833,97.4,289.23,97,55,1.48,MM,1679421018
438,novska,45.3406,16.9769,284.35,70,7,1.04,HR,1679421019
439,balikpapan,-1.2675,116.8289,298.7,94,40,1.54,ID,1679421019
440,kashi,39.4547,75.9797,284.71,30,1,2.0,CN,1679421020
441,port keats,-14.25,129.55,297.97,89,100,2.57,AU,1679421020
442,niamey,13.5137,2.1098,312.31,13,20,3.09,NE,1679421021
443,calvinia,-31.4707,19.776,291.27,52,0,2.44,ZA,1679421021
444,porto nacional,-10.7081,-48.4172,296.15,94,100,3.96,BR,1679421022
445,escuintla,14.305,-90.785,304.03,37,41,1.37,GT,1679421022
446,acajutla,13.5928,-89.8275,304.55,53,24,4.38,SV,1679421024
447,mumias,0.3351,34.4864,291.32,83,100,0.64,KE,1679421025
448,comodoro rivadavia,-45.8667,-67.5,293.07,34,0,4.63,AR,1679421026
449,santos reyes nopala,16.1092,-97.1561,305.7,30,44,2.62,MX,1679421026
450,bairiki,1.3292,172.9752,300.68,69,70,7.89,KI,1679421027
451,guerande,47.3291,-2.4283,285.83,86,92,6.6,FR,1679421027
452,codrington,-38.2667,141.9667,286.89,88,32,0.72,AU,1679421028
453,mahajanga,-15.7167,46.3167,301.16,83,20,1.54,MG,1679421028
454,rock sound,24.9,-76.2,295.66,69,47,7.6,BS,1679421029
455,kodinsk,58.6881,99.1844,250.07,99,51,1.26,RU,1679421029
456,shache,38.4167,77.2406,284.51,20,10,3.72,CN,1679421029
457,nemuro,43.3236,145.575,274.71,83,17,2.62,JP,1679421030
458,grand-bourg,15.8835,-61.3148,301.12,72,1,8.58,GP,1679421030
459,nara,34.6851,135.8049,285.09,85,90,1.69,JP,1679421031
460,altea,38.5989,-0.0514,291.56,81,100,4.0,ES,1679421031
461,saint-georges,12.0564,-61.7485,301.97,65,20,12.35,GD,1679421031
462,port pirie,-33.1833,138.0167,293.68,66,21,2.87,AU,1679421032
463,barra patuca,15.8,-84.2833,300.18,77,26,5.92,HN,1679421032
464,chitipa,-9.7024,33.2697,290.64,95,85,1.84,MW,1679421033
465,buala,-8.145,159.5921,299.57,79,95,2.45,SB,1679421033
466,okha,53.5739,142.9478,271.35,96,93,3.78,RU,1679421034
467,iqaluit,63.7506,-68.5145,252.42,70,20,6.17,CA,1679421034
468,menongue,-14.6585,17.691,293.32,76,81,1.51,AO,1679421034
469,dukat,62.55,155.55,240.9,100,64,2.06,RU,1679421035
470,hay river,60.8156,-115.7999,264.13,52,40,2.57,CA,1679421035
471,markova,48.6758,24.4138,279.28,91,92,1.12,UA,1679421035
472,tecoanapa,16.5167,-98.75,302.85,50,99,4.68,MX,1679421036
473,sistranda,63.7256,8.834,274.13,68,100,8.01,NO,1679420877
474,alice springs,-23.7,133.8833,293.9,40,74,2.57,AU,1679421036
475,rivadavia,-33.1905,-68.4608,298.45,48,70,4.05,AR,1679421036
476,murchison,-41.8,172.3333,276.85,98,20,0.2,NZ,1679421037
477,saverne,48.8333,7.25,286.22,88,100,2.08,FR,1679421037
478,te anau,-45.4167,167.7167,279.13,86,88,0.58,NZ,1679421038
479,mega,4.05,38.3,292.01,67,100,1.97,ET,1679421038
480,dossor,47.5272,52.9811,283.11,49,80,4.11,KZ,1679421038
481,severomuysk,56.1481,113.4267,244.12,95,100,2.64,RU,1679421039
482,nome,64.5011,-165.4064,269.19,86,100,6.17,US,1679421039
483,severouralsk,60.1533,59.952,274.28,92,100,3.67,RU,1679421039
484,gizo,-8.103,156.8419,300.67,76,89,3.49,SB,1679421040
485,half moon bay,37.4636,-122.4286,283.67,92,100,8.23,US,1679421040
486,zanesville,39.9404,-82.0132,286.21,26,0,2.24,US,1679421040
487,babati,-4.2167,35.75,289.61,92,99,1.44,TZ,1679421041
488,lufilufi,-13.8745,-171.5986,297.03,73,99,1.69,WS,1679421041
489,manicore,-5.8092,-61.3003,301.12,78,0,1.03,BR,1679421042
490,alofi,-19.0595,-169.9187,298.09,94,97,2.57,NU,1679421042
491,faanui,-16.4833,-151.75,300.6,78,35,6.55,PF,1679421042
492,ahuimanu,21.4447,-157.8378,297.99,84,75,3.6,US,1679421043
493,kildare,53.1561,-6.9144,284.27,90,100,10.09,IE,1679421043
494,diego de almagro,-26.3667,-70.05,301.52,34,3,5.59,CL,1679421043
495,carutapera,-1.195,-46.02,297.25,92,99,1.71,BR,1679421044
496,ureki,41.9956,41.7786,282.13,90,100,0.33,GE,1679421044
497,manaure,11.7751,-72.4445,304.49,41,54,10.15,CO,1679421044
498,kenai,60.5544,-151.2583,273.76,80,100,4.12,US,1679421045
499,shelburne,44.0787,-80.2041,275.59,93,97,0.98,CA,1679421046
500,buraydah,26.326,43.975,292.4,30,5,4.83,SA,1679420861
501,quang ngai,15.1167,108.8,296.4,90,32,2.12,VN,1679421047
502,danville,36.586,-79.395,290.3,23,0,2.57,US,1679421048
503,gorom-gorom,14.4439,-0.2361,306.09,9,0,3.78,BF,1679421048
504,chicama,-7.8447,-79.1469,301.45,63,99,4.52,PE,1679421049
505,laguna,38.421,-121.4238,284.91,89,100,3.09,US,1679421049
506,umm kaddadah,13.6017,26.6876,298.33,10,77,5.45,SD,1679421050
507,puerto quijarro,-17.7833,-57.7667,297.65,94,100,2.84,BO,1679421050
508,kot samaba,28.5522,70.4684,297.55,32,56,3.17,PK,1679421051
509,usvyaty,55.7456,30.7533,275.04,100,100,1.68,RU,1679421051
510,bonthe,7.5264,-12.505,300.88,68,11,5.76,SL,1679421052
511,kampot,10.6167,104.1833,297.18,82,86,2.66,KH,1679421052
512,kjollefjord,70.9457,27.3465,268.18,73,75,6.69,NO,1679421052
513,cayenne,4.9333,-52.3333,302.17,70,75,6.69,GF,1679421053
514,yibin,28.7667,104.6238,292.46,67,100,1.2,CN,1679421012
515,haimen,23.1935,116.6142,295.09,91,99,4.43,CN,1679421053
516,jinxiang,27.4327,120.6062,289.12,96,62,1.3,CN,1679421054
517,basoko,1.2391,23.616,296.35,74,100,1.81,CD,1679421054
518,iberia,29.9502,-91.7507,292.07,59,100,6.69,US,1679421054
519,vardo,70.3705,31.1107,268.14,80,75,9.77,NO,1679421055
520,sembe,1.6481,14.5806,296.34,86,94,1.1,CG,1679421055
521,lopandino,52.4666,34.8163,279.5,76,26,2.17,RU,1679421055
522,salalah,17.0151,54.0924,297.2,78,75,8.23,OM,1679421056
523,rancho palos verdes,33.7445,-118.387,287.83,91,75,8.23,US,1679421056
524,washim,20.1,77.15,299.5,32,89,2.56,IN,1679421057
525,taltal,-25.4,-70.4833,296.39,74,5,2.23,CL,1679421057
526,muros,42.7762,-9.0603,288.79,79,88,3.34,ES,1679421057
527,wewak,-3.5534,143.6268,299.46,84,94,1.78,PG,1679421058
528,miyako,39.6367,141.9525,282.1,72,19,2.49,JP,1679421058
529,pacific grove,36.6177,-121.9166,285.21,83,100,10.28,US,1679421058
530,caucaia,-3.7361,-38.6531,303.12,71,75,3.6,BR,1679421059
531,hasanabad,36.5465,61.0543,293.27,30,0,2.06,IR,1679421059
532,lhokseumawe,5.1801,97.1507,298.26,87,100,1.96,ID,1679421059
533,mandali,33.7499,45.5541,289.16,61,100,2.38,IQ,1679421060
534,pisco,-13.7,-76.2167,300.18,65,0,4.12,PE,1679421060
535,belyy,55.8402,32.9419,275.37,99,100,2.33,RU,1679421061
